task_id,date,operator_id,machine_id,site_id,task_type,environmental_condition,terrain_type,ambient_temp_c,visibility_pct,site_traffic_density,scheduled_start,scheduled_end,priority,status
TSK-00455,2026-09-09,OP-011,MC-008,SITE-D,Grading,Clear,Rocky,24.1,72.3,Medium,2026-09-09T21:06:00,2026-09-09T22:45:00,High,Scheduled
TSK-00456,2026-09-09,OP-012,MC-007,SITE-A,Trenching,Clear,Hard Soil,30.5,86.5,High,2026-09-09T07:00:00,2026-09-09T08:56:00,High,Scheduled
TSK-00457,2026-09-09,OP-013,MC-003,SITE-A,Excavation,Rain,Hard Soil,16.5,44.9,Medium,2026-09-09T19:00:00,2026-09-09T21:04:00,Low,Scheduled
TSK-00458,2026-09-09,OP-013,MC-004,SITE-C,Material Loading,Clear,Hard Soil,21.1,72.5,Low,2026-09-09T21:24:00,2026-09-09T22:19:00,Low,Scheduled
TSK-00459,2026-09-09,OP-013,MC-001,SITE-D,Demolition,Rain,Soft Soil,21.3,32.9,Low,2026-09-09T22:49:00,2026-09-10T00:46:00,High,Scheduled
TSK-00460,2026-09-09,OP-014,MC-007,SITE-C,Demolition,Rain,Rocky,30.3,77.4,Low,2026-09-09T07:00:00,2026-09-09T09:58:00,Medium,Scheduled
TSK-00461,2026-09-09,OP-015,MC-005,SITE-A,Grading,Clear,Hard Soil,26.0,72.8,High,2026-09-09T19:00:00,2026-09-09T20:32:00,High,Scheduled
TSK-00462,2026-09-09,OP-015,MC-009,SITE-C,Demolition,High Wind,Soft Soil,16.8,63.1,Medium,2026-09-09T20:52:00,2026-09-09T22:49:00,High,Scheduled
TSK-00463,2026-09-09,OP-015,MC-002,SITE-D,Material Loading,Clear,Soft Soil,26.4,77.2,Low,2026-09-09T23:04:00,2026-09-09T23:45:00,High,Scheduled
TSK-00464,2026-09-10,OP-001,MC-003,SITE-B,Grading,Clear,Rocky,20.3,68.0,Low,2026-09-10T19:00:00,2026-09-10T20:21:00,High,Scheduled
TSK-00465,2026-09-10,OP-002,MC-007,SITE-A,Material Loading,Clear,Soft Soil,24.6,92.7,Low,2026-09-10T07:00:00,2026-09-10T07:48:00,Medium,Scheduled
TSK-00466,2026-09-10,OP-002,MC-009,SITE-C,Excavation,Clear,Hard Soil,28.2,97.6,Low,2026-09-10T08:18:00,2026-09-10T09:57:00,Low,Scheduled
TSK-00467,2026-09-10,OP-002,MC-005,SITE-C,Demolition,Clear,Rocky,25.1,87.3,Medium,2026-09-10T10:07:00,2026-09-10T12:58:00,High,Scheduled
TSK-00468,2026-09-10,OP-003,MC-003,SITE-C,Excavation,High Wind,Hard Soil,11.3,56.1,Low,2026-09-10T19:00:00,2026-09-10T21:08:00,Medium,Scheduled
TSK-00469,2026-09-10,OP-003,MC-006,SITE-C,Trenching,Clear,Rocky,26.8,81.8,Low,2026-09-10T21:23:00,2026-09-10T23:28:00,Low,Scheduled
TSK-00470,2026-09-10,OP-004,MC-002,SITE-A,Demolition,Dust Storm,Hard Soil,36.4,35.9,Medium,2026-09-10T07:00:00,2026-09-10T09:59:00,High,Scheduled
TSK-00471,2026-09-10,OP-005,MC-010,SITE-A,Demolition,Dust Storm,Soft Soil,21.6,11.2,High,2026-09-10T19:00:00,2026-09-10T21:26:00,High,Scheduled
TSK-00472,2026-09-10,OP-006,MC-003,SITE-B,Demolition,Clear,Hard Soil,28.7,93.1,Medium,2026-09-10T07:00:00,2026-09-10T09:42:00,Low,Scheduled
TSK-00473,2026-09-10,OP-006,MC-008,SITE-D,Trenching,Clear,Soft Soil,27.1,91.0,Medium,2026-09-10T10:02:00,2026-09-10T11:52:00,High,Scheduled
TSK-00474,2026-09-10,OP-006,MC-003,SITE-B,Demolition,Dust Storm,Hard Soil,37.9,20.1,Low,2026-09-10T12:02:00,2026-09-10T15:06:00,Low,Scheduled
TSK-00475,2026-09-10,OP-007,MC-001,SITE-D,Grading,High Wind,Soft Soil,23.7,53.1,High,2026-09-10T19:00:00,2026-09-10T20:14:00,Low,Scheduled
TSK-00476,2026-09-10,OP-008,MC-002,SITE-C,Excavation,Clear,Muddy,23.4,90.9,Low,2026-09-10T07:00:00,2026-09-10T08:59:00,Low,Scheduled
TSK-00477,2026-09-10,OP-009,MC-010,SITE-C,Trenching,Clear,Hard Soil,19.3,83.5,Medium,2026-09-10T19:00:00,2026-09-10T20:55:00,Low,Scheduled
TSK-00478,2026-09-10,OP-009,MC-005,SITE-C,Demolition,Clear,Hard Soil,20.8,67.9,Low,2026-09-10T21:15:00,2026-09-10T23:24:00,High,Scheduled
TSK-00479,2026-09-10,OP-010,MC-001,SITE-B,Excavation,Clear,Hard Soil,29.2,88.6,Medium,2026-09-10T07:00:00,2026-09-10T08:47:00,Low,Scheduled
TSK-00480,2026-09-10,OP-011,MC-002,SITE-B,Grading,Clear,Soft Soil,24.8,67.9,Medium,2026-09-10T19:00:00,2026-09-10T20:19:00,Medium,Scheduled
TSK-00481,2026-09-10,OP-012,MC-004,SITE-B,Excavation,Clear,Muddy,22.4,89.6,Low,2026-09-10T07:00:00,2026-09-10T09:04:00,High,Scheduled
TSK-00482,2026-09-10,OP-012,MC-007,SITE-B,Demolition,Clear,Soft Soil,27.4,91.1,Low,2026-09-10T09:19:00,2026-09-10T11:38:00,Medium,Scheduled
TSK-00483,2026-09-10,OP-012,MC-010,SITE-B,Demolition,Clear,Muddy,33.3,100.0,High,2026-09-10T11:53:00,2026-09-10T14:38:00,High,Scheduled
TSK-00484,2026-09-10,OP-013,MC-009,SITE-A,Trenching,Clear,Muddy,12.6,67.9,Medium,2026-09-10T19:00:00,2026-09-10T21:14:00,Low,Scheduled
TSK-00485,2026-09-10,OP-013,MC-008,SITE-C,Trenching,Clear,Rocky,28.2,75.4,Medium,2026-09-10T21:44:00,2026-09-11T00:02:00,Low,Scheduled
TSK-00486,2026-09-10,OP-014,MC-010,SITE-B,Grading,Clear,Muddy,30.0,93.2,Medium,2026-09-10T07:00:00,2026-09-10T08:24:00,Medium,Scheduled
TSK-00487,2026-09-10,OP-015,MC-002,SITE-A,Demolition,Clear,Hard Soil,15.5,86.3,High,2026-09-10T19:00:00,2026-09-10T21:22:00,High,Scheduled
TSK-00488,2026-09-11,OP-001,MC-007,SITE-D,Demolition,Clear,Soft Soil,23.6,79.9,Medium,2026-09-11T19:00:00,2026-09-11T21:08:00,High,Scheduled
TSK-00489,2026-09-11,OP-001,MC-003,SITE-A,Trenching,Clear,Rocky,23.2,67.5,High,2026-09-11T21:38:00,2026-09-12T00:07:00,Medium,Scheduled
TSK-00490,2026-09-11,OP-001,MC-010,SITE-C,Demolition,Clear,Soft Soil,15.0,78.4,Low,2026-09-12T00:17:00,2026-09-12T02:28:00,Medium,Scheduled
TSK-00491,2026-09-11,OP-002,MC-004,SITE-C,Demolition,Clear,Muddy,26.9,100.0,Low,2026-09-11T07:00:00,2026-09-11T09:22:00,High,Scheduled
TSK-00492,2026-09-11,OP-002,MC-010,SITE-C,Grading,Rain,Muddy,27.2,73.0,Low,2026-09-11T09:52:00,2026-09-11T11:24:00,Low,Scheduled
TSK-00493,2026-09-11,OP-002,MC-002,SITE-C,Material Loading,Clear,Muddy,29.2,84.0,High,2026-09-11T11:54:00,2026-09-11T12:53:00,High,Scheduled
TSK-00494,2026-09-11,OP-003,MC-010,SITE-B,Grading,Dust Storm,Soft Soil,38.6,10.5,Medium,2026-09-11T19:00:00,2026-09-11T20:28:00,Medium,Scheduled
TSK-00495,2026-09-11,OP-003,MC-005,SITE-A,Excavation,Clear,Soft Soil,21.0,70.2,High,2026-09-11T20:43:00,2026-09-11T22:21:00,Low,Scheduled
TSK-00496,2026-09-11,OP-003,MC-006,SITE-C,Demolition,Clear,Soft Soil,12.9,72.2,Low,2026-09-11T22:51:00,2026-09-12T00:51:00,High,Scheduled
TSK-00497,2026-09-11,OP-004,MC-005,SITE-A,Trenching,High Wind,Hard Soil,21.8,66.1,Medium,2026-09-11T07:00:00,2026-09-11T09:09:00,High,Scheduled
TSK-00498,2026-09-11,OP-004,MC-007,SITE-C,Demolition,Clear,Hard Soil,27.0,85.9,Low,2026-09-11T09:24:00,2026-09-11T11:55:00,Medium,Scheduled
TSK-00499,2026-09-11,OP-005,MC-008,SITE-A,Material Loading,High Wind,Soft Soil,14.3,50.7,High,2026-09-11T19:00:00,2026-09-11T20:02:00,Low,Scheduled
TSK-00500,2026-09-11,OP-006,MC-002,SITE-A,Demolition,High Wind,Rocky,25.1,98.8,High,2026-09-11T07:00:00,2026-09-11T10:25:00,Medium,Scheduled
TSK-00501,2026-09-11,OP-007,MC-006,SITE-B,Trenching,Rain,Hard Soil,21.4,54.7,High,2026-09-11T19:00:00,2026-09-11T21:10:00,Low,Scheduled
TSK-00502,2026-09-11,OP-007,MC-003,SITE-A,Excavation,Clear,Rocky,21.7,72.9,High,2026-09-11T21:20:00,2026-09-11T23:39:00,High,Scheduled
TSK-00503,2026-09-11,OP-008,MC-005,SITE-D,Grading,High Wind,Muddy,30.5,70.4,High,2026-09-11T07:00:00,2026-09-11T08:57:00,High,Scheduled
TSK-00504,2026-09-11,OP-008,MC-005,SITE-D,Trenching,Dust Storm,Soft Soil,25.1,37.0,Low,2026-09-11T09:27:00,2026-09-11T11:26:00,Medium,Scheduled
TSK-00505,2026-09-11,OP-009,MC-004,SITE-B,Material Loading,Dust Storm,Muddy,16.3,24.8,Medium,2026-09-11T19:00:00,2026-09-11T20:10:00,Medium,Scheduled
TSK-00506,2026-09-11,OP-010,MC-010,SITE-D,Excavation,Rain,Rocky,18.8,77.0,Medium,2026-09-11T07:00:00,2026-09-11T09:29:00,Medium,Scheduled
TSK-00507,2026-09-11,OP-011,MC-003,SITE-C,Grading,Clear,Rocky,28.1,75.1,High,2026-09-11T19:00:00,2026-09-11T20:41:00,High,Scheduled
TSK-00508,2026-09-11,OP-011,MC-009,SITE-B,Grading,Dust Storm,Hard Soil,24.8,49.0,Low,2026-09-11T20:56:00,2026-09-11T22:17:00,Low,Scheduled
TSK-00509,2026-09-11,OP-012,MC-006,SITE-A,Demolition,Rain,Muddy,28.1,69.8,Low,2026-09-11T07:00:00,2026-09-11T09:51:00,Medium,Scheduled
TSK-00510,2026-09-11,OP-013,MC-004,SITE-C,Trenching,Clear,Rocky,27.3,67.3,Low,2026-09-11T19:00:00,2026-09-11T20:59:00,Low,Scheduled
TSK-00511,2026-09-11,OP-013,MC-005,SITE-A,Trenching,Clear,Muddy,28.1,67.7,High,2026-09-11T21:19:00,2026-09-11T23:31:00,High,Scheduled
TSK-00512,2026-09-11,OP-014,MC-004,SITE-D,Material Loading,High Wind,Muddy,33.3,66.2,Medium,2026-09-11T07:00:00,2026-09-11T08:07:00,High,Scheduled
TSK-00513,2026-09-11,OP-015,MC-003,SITE-D,Material Loading,Clear,Rocky,26.8,70.9,Medium,2026-09-11T19:00:00,2026-09-11T19:50:00,Medium,Scheduled
TSK-00514,2026-09-12,OP-001,MC-001,SITE-C,Trenching,Clear,Muddy,24.1,83.5,Low,2026-09-12T19:00:00,2026-09-12T21:13:00,Medium,Scheduled
TSK-00515,2026-09-12,OP-001,MC-001,SITE-B,Excavation,Clear,Hard Soil,16.1,65.7,Medium,2026-09-12T21:33:00,2026-09-12T22:59:00,Low,Scheduled
TSK-00516,2026-09-12,OP-001,MC-002,SITE-B,Trenching,Dust Storm,Hard Soil,32.4,31.1,High,2026-09-12T23:14:00,2026-09-13T01:16:00,High,Scheduled
TSK-00517,2026-09-12,OP-002,MC-006,SITE-D,Trenching,Clear,Soft Soil,27.5,90.6,Low,2026-09-12T07:00:00,2026-09-12T08:51:00,Low,Scheduled
TSK-00518,2026-09-12,OP-002,MC-001,SITE-B,Excavation,Dust Storm,Muddy,27.6,43.7,Medium,2026-09-12T09:06:00,2026-09-12T11:24:00,Medium,Scheduled
TSK-00519,2026-09-12,OP-003,MC-003,SITE-C,Material Loading,Clear,Rocky,23.2,77.1,Low,2026-09-12T19:00:00,2026-09-12T20:12:00,High,Scheduled
TSK-00520,2026-09-12,OP-003,MC-008,SITE-B,Material Loading,Clear,Hard Soil,20.1,72.0,Medium,2026-09-12T20:22:00,2026-09-12T21:14:00,Low,Scheduled
TSK-00521,2026-09-12,OP-004,MC-003,SITE-C,Grading,Clear,Hard Soil,37.6,87.4,Medium,2026-09-12T07:00:00,2026-09-12T08:08:00,Medium,Scheduled
TSK-00522,2026-09-12,OP-004,MC-003,SITE-D,Excavation,Dust Storm,Soft Soil,38.2,50.1,Low,2026-09-12T08:28:00,2026-09-12T10:13:00,Medium,Scheduled
TSK-00523,2026-09-12,OP-004,MC-001,SITE-C,Demolition,Rain,Rocky,22.1,61.8,Medium,2026-09-12T10:28:00,2026-09-12T13:18:00,Medium,Scheduled
TSK-00524,2026-09-12,OP-005,MC-007,SITE-D,Excavation,Clear,Hard Soil,11.9,76.9,Low,2026-09-12T19:00:00,2026-09-12T20:36:00,High,Scheduled
TSK-00525,2026-09-12,OP-005,MC-005,SITE-A,Excavation,Clear,Muddy,16.3,82.8,Low,2026-09-12T20:51:00,2026-09-12T22:44:00,Medium,Scheduled
TSK-00526,2026-09-12,OP-006,MC-008,SITE-A,Excavation,Clear,Hard Soil,23.8,98.0,High,2026-09-12T07:00:00,2026-09-12T08:37:00,Medium,Scheduled
TSK-00527,2026-09-12,OP-007,MC-003,SITE-B,Grading,Rain,Muddy,24.3,54.7,Low,2026-09-12T19:00:00,2026-09-12T20:46:00,Medium,Scheduled
TSK-00528,2026-09-12,OP-008,MC-010,SITE-D,Demolition,High Wind,Rocky,19.2,83.7,Medium,2026-09-12T07:00:00,2026-09-12T09:44:00,High,Scheduled
TSK-00529,2026-09-12,OP-008,MC-001,SITE-D,Demolition,Rain,Muddy,18.2,65.4,Medium,2026-09-12T09:59:00,2026-09-12T12:52:00,Medium,Scheduled
TSK-00530,2026-09-12,OP-008,MC-001,SITE-D,Trenching,Clear,Soft Soil,29.0,100.0,Medium,2026-09-12T13:12:00,2026-09-12T14:44:00,Medium,Scheduled
TSK-00531,2026-09-12,OP-009,MC-008,SITE-C,Material Loading,Clear,Hard Soil,15.6,70.8,Low,2026-09-12T19:00:00,2026-09-12T19:57:00,Medium,Scheduled
TSK-00532,2026-09-12,OP-010,MC-010,SITE-A,Demolition,Rain,Rocky,16.7,63.9,Medium,2026-09-12T07:00:00,2026-09-12T10:19:00,High,Scheduled
TSK-00533,2026-09-12,OP-010,MC-002,SITE-C,Trenching,Clear,Muddy,20.4,86.6,Low,2026-09-12T10:29:00,2026-09-12T12:37:00,Medium,Scheduled
TSK-00534,2026-09-12,OP-011,MC-007,SITE-C,Demolition,Clear,Hard Soil,8.1,82.5,Medium,2026-09-12T19:00:00,2026-09-12T21:06:00,Medium,Scheduled
TSK-00535,2026-09-12,OP-012,MC-010,SITE-B,Grading,Dust Storm,Hard Soil,32.2,36.1,Low,2026-09-12T07:00:00,2026-09-12T08:25:00,High,Scheduled
TSK-00536,2026-09-12,OP-012,MC-001,SITE-D,Grading,Clear,Muddy,25.5,98.3,Medium,2026-09-12T08:55:00,2026-09-12T10:38:00,Low,Scheduled
TSK-00537,2026-09-12,OP-012,MC-004,SITE-A,Material Loading,Clear,Soft Soil,22.4,91.8,Medium,2026-09-12T10:53:00,2026-09-12T11:41:00,High,Scheduled
TSK-00538,2026-09-12,OP-013,MC-009,SITE-B,Trenching,Clear,Soft Soil,21.8,75.8,Low,2026-09-12T19:00:00,2026-09-12T20:37:00,Medium,Scheduled
TSK-00539,2026-09-12,OP-014,MC-002,SITE-A,Excavation,Clear,Hard Soil,20.3,95.2,Medium,2026-09-12T07:00:00,2026-09-12T08:42:00,Low,Scheduled
TSK-00540,2026-09-12,OP-014,MC-004,SITE-D,Trenching,Clear,Rocky,30.4,100.0,High,2026-09-12T09:12:00,2026-09-12T11:39:00,High,Scheduled
TSK-00541,2026-09-12,OP-014,MC-008,SITE-B,Grading,Clear,Muddy,23.2,90.9,Medium,2026-09-12T11:49:00,2026-09-12T13:24:00,Low,Scheduled
TSK-00542,2026-09-12,OP-015,MC-006,SITE-A,Trenching,Clear,Hard Soil,11.1,87.1,Medium,2026-09-12T19:00:00,2026-09-12T20:45:00,High,Scheduled
TSK-00543,2026-09-12,OP-015,MC-009,SITE-A,Material Loading,Rain,Soft Soil,16.2,33.6,Medium,2026-09-12T21:05:00,2026-09-12T22:00:00,High,Scheduled
TSK-00544,2026-09-12,OP-015,MC-006,SITE-B,Trenching,High Wind,Hard Soil,15.4,69.6,Medium,2026-09-12T22:20:00,2026-09-13T00:03:00,Medium,Scheduled
TSK-00545,2026-09-13,OP-001,MC-007,SITE-A,Demolition,High Wind,Muddy,19.3,46.4,Medium,2026-09-13T19:00:00,2026-09-13T21:31:00,High,Scheduled
TSK-00546,2026-09-13,OP-002,MC-005,SITE-A,Demolition,Clear,Hard Soil,29.3,99.7,High,2026-09-13T07:00:00,2026-09-13T09:20:00,Medium,Scheduled
TSK-00547,2026-09-13,OP-002,MC-004,SITE-B,Trenching,Clear,Rocky,28.1,95.4,Medium,2026-09-13T09:35:00,2026-09-13T11:23:00,High,Scheduled
TSK-00548,2026-09-13,OP-003,MC-003,SITE-C,Excavation,Rain,Rocky,14.7,53.5,Low,2026-09-13T19:00:00,2026-09-13T21:24:00,Medium,Scheduled
TSK-00549,2026-09-13,OP-003,MC-004,SITE-B,Material Loading,Clear,Rocky,28.8,71.6,Medium,2026-09-13T21:54:00,2026-09-13T23:08:00,High,Scheduled
TSK-00550,2026-09-13,OP-003,MC-009,SITE-B,Trenching,Clear,Hard Soil,23.5,86.9,Low,2026-09-13T23:28:00,2026-09-14T01:25:00,High,Scheduled
TSK-00551,2026-09-13,OP-004,MC-006,SITE-B,Demolition,Dust Storm,Rocky,44.9,69.2,Low,2026-09-13T07:00:00,2026-09-13T10:47:00,High,Scheduled
TSK-00552,2026-09-13,OP-004,MC-007,SITE-D,Demolition,Clear,Muddy,26.5,88.8,Low,2026-09-13T10:57:00,2026-09-13T13:24:00,Medium,Scheduled
TSK-00553,2026-09-13,OP-004,MC-009,SITE-D,Excavation,Rain,Soft Soil,18.6,42.1,Medium,2026-09-13T13:44:00,2026-09-13T15:22:00,Low,Scheduled
TSK-00554,2026-09-13,OP-005,MC-002,SITE-B,Excavation,Dust Storm,Hard Soil,19.6,17.8,Medium,2026-09-13T19:00:00,2026-09-13T21:00:00,Medium,Scheduled
TSK-00555,2026-09-13,OP-006,MC-008,SITE-C,Demolition,Clear,Hard Soil,23.8,100.0,Medium,2026-09-13T07:00:00,2026-09-13T09:44:00,Low,Scheduled
TSK-00556,2026-09-13,OP-006,MC-004,SITE-D,Trenching,High Wind,Soft Soil,18.8,56.1,High,2026-09-13T09:54:00,2026-09-13T11:37:00,Medium,Scheduled
TSK-00557,2026-09-13,OP-006,MC-002,SITE-D,Demolition,Dust Storm,Soft Soil,33.5,37.5,Low,2026-09-13T11:47:00,2026-09-13T14:04:00,High,Scheduled
TSK-00558,2026-09-13,OP-007,MC-001,SITE-C,Demolition,Clear,Hard Soil,24.3,77.0,Low,2026-09-13T19:00:00,2026-09-13T21:31:00,High,Scheduled
TSK-00559,2026-09-13,OP-008,MC-001,SITE-B,Excavation,Clear,Muddy,36.0,86.6,High,2026-09-13T07:00:00,2026-09-13T09:06:00,High,Scheduled
TSK-00560,2026-09-13,OP-009,MC-001,SITE-D,Grading,Dust Storm,Hard Soil,25.2,25.1,Medium,2026-09-13T19:00:00,2026-09-13T20:21:00,High,Scheduled
TSK-00561,2026-09-13,OP-009,MC-005,SITE-D,Demolition,High Wind,Rocky,13.8,46.4,High,2026-09-13T20:41:00,2026-09-13T23:36:00,High,Scheduled
TSK-00562,2026-09-13,OP-009,MC-002,SITE-D,Demolition,Dust Storm,Rocky,24.3,17.4,Low,2026-09-13T23:56:00,2026-09-14T03:14:00,High,Scheduled
TSK-00563,2026-09-13,OP-010,MC-007,SITE-C,Trenching,High Wind,Muddy,23.0,73.3,Low,2026-09-13T07:00:00,2026-09-13T08:57:00,Medium,Scheduled
TSK-00564,2026-09-13,OP-010,MC-007,SITE-A,Excavation,Clear,Rocky,33.2,88.4,Medium,2026-09-13T09:07:00,2026-09-13T11:02:00,Low,Scheduled
TSK-00565,2026-09-13,OP-011,MC-002,SITE-A,Demolition,Rain,Rocky,20.5,50.5,High,2026-09-13T19:00:00,2026-09-13T22:26:00,Low,Scheduled
TSK-00566,2026-09-13,OP-011,MC-004,SITE-B,Grading,Clear,Hard Soil,24.5,87.7,Low,2026-09-13T22:41:00,2026-09-14T00:08:00,Low,Scheduled
TSK-00567,2026-09-13,OP-012,MC-004,SITE-C,Trenching,Rain,Hard Soil,20.2,66.8,Medium,2026-09-13T07:00:00,2026-09-13T09:22:00,High,Scheduled
TSK-00568,2026-09-13,OP-013,MC-004,SITE-A,Excavation,Rain,Muddy,15.0,49.8,High,2026-09-13T19:00:00,2026-09-13T21:11:00,Medium,Scheduled
TSK-00569,2026-09-13,OP-013,MC-007,SITE-A,Demolition,Dust Storm,Hard Soil,25.6,17.6,High,2026-09-13T21:31:00,2026-09-14T00:24:00,Medium,Scheduled
TSK-00570,2026-09-13,OP-014,MC-004,SITE-C,Grading,Clear,Hard Soil,24.1,89.0,Low,2026-09-13T07:00:00,2026-09-13T08:23:00,Medium,Scheduled
TSK-00571,2026-09-13,OP-015,MC-009,SITE-B,Grading,Clear,Muddy,23.7,69.4,Low,2026-09-13T19:00:00,2026-09-13T20:36:00,High,Scheduled
TSK-00572,2026-09-14,OP-001,MC-006,SITE-C,Grading,Clear,Muddy,18.1,78.1,Medium,2026-09-14T19:00:00,2026-09-14T20:28:00,High,Scheduled
TSK-00573,2026-09-14,OP-001,MC-006,SITE-B,Grading,Clear,Hard Soil,15.4,75.5,Low,2026-09-14T20:58:00,2026-09-14T22:16:00,Low,Scheduled
TSK-00574,2026-09-14,OP-001,MC-006,SITE-A,Material Loading,Rain,Muddy,12.1,54.2,Medium,2026-09-14T22:46:00,2026-09-14T23:44:00,Medium,Scheduled
TSK-00575,2026-09-14,OP-002,MC-005,SITE-C,Demolition,Rain,Muddy,21.5,60.4,Low,2026-09-14T07:00:00,2026-09-14T10:00:00,Low,Scheduled
TSK-00576,2026-09-14,OP-003,MC-009,SITE-C,Excavation,Clear,Soft Soil,24.5,63.6,Medium,2026-09-14T19:00:00,2026-09-14T20:17:00,Medium,Scheduled
TSK-00577,2026-09-14,OP-004,MC-010,SITE-C,Material Loading,Rain,Soft Soil,17.7,78.2,Low,2026-09-14T07:00:00,2026-09-14T07:55:00,Medium,Scheduled
TSK-00578,2026-09-14,OP-005,MC-002,SITE-B,Demolition,Clear,Rocky,9.4,73.3,Medium,2026-09-14T19:00:00,2026-09-14T21:18:00,Medium,Scheduled
TSK-00579,2026-09-14,OP-006,MC-004,SITE-C,Grading,Clear,Rocky,22.0,87.1,Medium,2026-09-14T07:00:00,2026-09-14T08:34:00,Low,Scheduled
TSK-00580,2026-09-14,OP-007,MC-003,SITE-A,Material Loading,Clear,Rocky,26.4,73.7,High,2026-09-14T19:00:00,2026-09-14T20:20:00,Medium,Scheduled
TSK-00581,2026-09-14,OP-007,MC-003,SITE-B,Material Loading,High Wind,Soft Soil,15.1,58.1,Medium,2026-09-14T20:30:00,2026-09-14T21:28:00,Medium,Scheduled
TSK-00582,2026-09-14,OP-007,MC-010,SITE-A,Material Loading,Clear,Rocky,21.9,74.8,Medium,2026-09-14T21:38:00,2026-09-14T22:35:00,Medium,Scheduled
TSK-00583,2026-09-14,OP-008,MC-006,SITE-B,Excavation,High Wind,Rocky,29.3,79.2,Medium,2026-09-14T07:00:00,2026-09-14T09:25:00,Low,Scheduled
TSK-00584,2026-09-14,OP-008,MC-006,SITE-C,Trenching,Clear,Rocky,32.7,98.4,Medium,2026-09-14T09:55:00,2026-09-14T11:55:00,High,Scheduled
TSK-00585,2026-09-14,OP-009,MC-002,SITE-B,Trenching,Clear,Hard Soil,15.8,81.7,High,2026-09-14T19:00:00,2026-09-14T21:01:00,High,Scheduled
TSK-00586,2026-09-14,OP-009,MC-003,SITE-B,Grading,Clear,Hard Soil,19.0,73.7,Medium,2026-09-14T21:21:00,2026-09-14T22:44:00,Low,Scheduled
TSK-00587,2026-09-14,OP-009,MC-005,SITE-B,Grading,Clear,Soft Soil,24.8,70.4,Medium,2026-09-14T22:59:00,2026-09-15T00:11:00,Medium,Scheduled
TSK-00588,2026-09-14,OP-010,MC-004,SITE-C,Grading,Clear,Rocky,18.2,93.9,Medium,2026-09-14T07:00:00,2026-09-14T08:48:00,Low,Scheduled
TSK-00589,2026-09-14,OP-010,MC-006,SITE-B,Demolition,Clear,Rocky,29.2,83.0,Medium,2026-09-14T08:58:00,2026-09-14T11:43:00,High,Scheduled
TSK-00590,2026-09-14,OP-010,MC-006,SITE-B,Material Loading,Clear,Soft Soil,33.1,95.2,Low,2026-09-14T11:58:00,2026-09-14T12:44:00,Low,Scheduled
TSK-00591,2026-09-14,OP-011,MC-002,SITE-C,Trenching,Clear,Muddy,18.8,82.1,Low,2026-09-14T19:00:00,2026-09-14T21:47:00,Low,Scheduled
TSK-00592,2026-09-14,OP-011,MC-003,SITE-C,Grading,High Wind,Hard Soil,13.9,39.2,Medium,2026-09-14T22:02:00,2026-09-14T23:26:00,Medium,Scheduled
TSK-00593,2026-09-14,OP-011,MC-007,SITE-D,Grading,Rain,Muddy,10.6,52.2,Medium,2026-09-14T23:36:00,2026-09-15T01:19:00,High,Scheduled
TSK-00594,2026-09-14,OP-012,MC-010,SITE-D,Demolition,Rain,Soft Soil,10.3,54.4,Low,2026-09-14T07:00:00,2026-09-14T09:07:00,Low,Scheduled
TSK-00595,2026-09-14,OP-012,MC-003,SITE-B,Excavation,Clear,Muddy,27.4,90.6,Medium,2026-09-14T09:37:00,2026-09-14T11:33:00,Low,Scheduled
TSK-00596,2026-09-14,OP-013,MC-005,SITE-D,Material Loading,Clear,Rocky,13.3,67.2,Medium,2026-09-14T19:00:00,2026-09-14T20:06:00,High,Scheduled
TSK-00597,2026-09-14,OP-013,MC-005,SITE-B,Excavation,Clear,Muddy,19.7,68.2,Medium,2026-09-14T20:36:00,2026-09-14T22:33:00,High,Scheduled
TSK-00598,2026-09-14,OP-014,MC-003,SITE-D,Excavation,Clear,Muddy,23.8,90.3,Low,2026-09-14T07:00:00,2026-09-14T08:49:00,Medium,Scheduled
TSK-00599,2026-09-14,OP-015,MC-010,SITE-C,Excavation,Clear,Hard Soil,14.9,91.6,Low,2026-09-14T19:00:00,2026-09-14T20:35:00,High,Scheduled
TSK-00600,2026-09-15,OP-001,MC-009,SITE-B,Excavation,Clear,Muddy,25.6,68.0,High,2026-09-15T19:00:00,2026-09-15T21:09:00,Low,Scheduled
TSK-00601,2026-09-15,OP-001,MC-009,SITE-B,Excavation,Dust Storm,Hard Soil,26.7,5.0,Medium,2026-09-15T21:29:00,2026-09-15T23:38:00,Medium,Scheduled
TSK-00602,2026-09-15,OP-001,MC-007,SITE-B,Grading,Clear,Hard Soil,25.1,84.9,Low,2026-09-15T23:58:00,2026-09-16T01:25:00,Medium,Scheduled
TSK-00603,2026-09-15,OP-002,MC-001,SITE-D,Trenching,Clear,Muddy,26.3,94.9,Medium,2026-09-15T07:00:00,2026-09-15T08:52:00,High,Scheduled
TSK-00604,2026-09-15,OP-003,MC-009,SITE-B,Demolition,Dust Storm,Rocky,25.7,23.6,Medium,2026-09-15T19:00:00,2026-09-15T22:51:00,High,Scheduled
TSK-00605,2026-09-15,OP-004,MC-008,SITE-A,Demolition,Clear,Soft Soil,23.6,96.6,High,2026-09-15T07:00:00,2026-09-15T08:57:00,Medium,Scheduled
