task_id,date,operator_id,machine_id,site_id,task_type,environmental_condition,terrain_type,priority,status,scheduled_duration_min,actual_duration_min,overrun_min,idle_pct,seatbelt_compliance_pct,proximity_alert_count,unsafe_event_count,avg_speed_kmph,max_speed_kmph,avg_engine_temp_c,avg_vibration
TSK-00389,2026-09-07,OP-009,MC-006,SITE-C,Demolition,Clear,Muddy,Low,Scheduled,99.0,102.0,3.0,5.8,100.0,1,0,7.340776699029126,14.8,84.44174757281553,2.9446601941747574
TSK-00390,2026-09-07,OP-010,MC-001,SITE-B,Trenching,Clear,Hard Soil,Medium,Scheduled,106.0,126.0,20.0,3.1,100.0,2,0,7.771653543307087,16.6,85.24015748031496,3.010472440944882
TSK-00391,2026-09-07,OP-010,MC-009,SITE-D,Excavation,Rain,Hard Soil,Medium,Scheduled,112.0,110.0,-2.0,3.6,100.0,1,0,7.695495495495495,14.9,84.34414414414415,3.066756756756757
TSK-00392,2026-09-07,OP-010,MC-002,SITE-A,Demolition,Clear,Rocky,Low,Scheduled,96.0,98.0,2.0,3.0,100.0,1,0,7.857575757575757,15.4,84.04545454545455,3.0914141414141416
TSK-00393,2026-09-07,OP-011,MC-003,SITE-C,Trenching,Clear,Rocky,High,Scheduled,53.0,52.0,-1.0,17.0,100.0,0,0,7.024528301886793,18.0,85.34905660377359,2.5584905660377357
TSK-00394,2026-09-07,OP-011,MC-001,SITE-D,Demolition,Clear,Rocky,Medium,Scheduled,76.0,112.0,36.0,21.2,100.0,2,2,7.528318584070797,19.4,85.22831858407079,3.028938053097345
TSK-00395,2026-09-07,OP-011,MC-009,SITE-C,Demolition,Clear,Hard Soil,Medium,Scheduled,88.0,96.0,8.0,16.5,100.0,0,0,7.088659793814434,14.6,85.44432989690722,2.9299999999999997
TSK-00396,2026-09-07,OP-012,MC-010,SITE-C,Excavation,Clear,Hard Soil,High,Scheduled,87.0,75.0,-12.0,0.0,100.0,0,0,8.021052631578948,15.0,85.89868421052631,2.9725
TSK-00397,2026-09-07,OP-013,MC-008,SITE-B,Demolition,Clear,Hard Soil,Medium,Scheduled,69.0,63.0,-6.0,6.2,100.0,1,0,8.0109375,15.5,85.678125,3.01125
TSK-00398,2026-09-07,OP-013,MC-003,SITE-B,Trenching,Clear,Hard Soil,Medium,Scheduled,90.0,96.0,6.0,7.2,100.0,0,0,7.681443298969072,15.0,85.0360824742268,2.9476288659793815
TSK-00399,2026-09-07,OP-013,MC-008,SITE-A,Material Loading,High Wind,Muddy,Low,Scheduled,61.0,49.0,-12.0,4.0,100.0,1,0,6.946000000000001,13.0,83.348,3.2474000000000003
TSK-00400,2026-09-07,OP-014,MC-010,SITE-D,Trenching,Rain,Muddy,High,Scheduled,63.0,52.0,-11.0,1.9,0.0,0,1,7.820754716981132,12.8,82.6566037735849,2.818490566037736
TSK-00401,2026-09-07,OP-015,MC-001,SITE-B,Excavation,Clear,Hard Soil,Medium,Scheduled,50.0,55.0,5.0,1.8,100.0,1,0,7.671428571428572,15.2,83.675,3.17875
TSK-00402,2026-09-07,OP-015,MC-006,SITE-C,Grading,Clear,Hard Soil,Medium,Scheduled,30.0,25.0,-5.0,0.0,100.0,0,0,8.53076923076923,13.7,84.83076923076922,2.628076923076923
TSK-00403,2026-09-07,OP-015,MC-006,SITE-A,Demolition,Clear,Rocky,High,Scheduled,95.0,101.0,6.0,5.9,100.0,0,0,7.2441176470588236,14.2,83.7578431372549,3.043921568627451
TSK-00404,2026-09-08,OP-001,MC-009,SITE-B,Trenching,Clear,Hard Soil,Medium,Scheduled,118.0,142.0,24.0,4.9,100.0,1,0,7.606293706293707,16.1,83.97342657342658,3.1006293706293704
TSK-00405,2026-09-08,OP-002,MC-006,SITE-C,Material Loading,Dust Storm,Soft Soil,Medium,Scheduled,30.0,40.0,10.0,19.5,100.0,0,0,6.4975609756097565,14.3,85.97560975609755,3.035609756097561
TSK-00406,2026-09-08,OP-003,MC-001,SITE-B,Demolition,Rain,Muddy,Low,Scheduled,110.0,119.0,9.0,5.0,100.0,0,0,8.3225,18.4,85.62416666666667,2.8609999999999998
TSK-00407,2026-09-08,OP-004,MC-003,SITE-B,Excavation,Clear,Rocky,High,Scheduled,55.0,49.0,-6.0,6.0,0.0,0,1,7.444,14.6,84.28200000000001,2.8618
TSK-00408,2026-09-08,OP-005,MC-007,SITE-C,Material Loading,Clear,Soft Soil,Low,Scheduled,133.0,138.0,5.0,2.9,100.0,1,0,8.028057553956835,16.1,85.24244604316547,3.0227338129496406
TSK-00409,2026-09-08,OP-006,MC-010,SITE-C,Grading,Rain,Hard Soil,Low,Scheduled,38.0,50.0,12.0,3.9,100.0,0,0,7.394117647058824,13.7,84.96274509803922,2.8984313725490196
TSK-00410,2026-09-08,OP-006,MC-007,SITE-C,Grading,Rain,Muddy,Medium,Scheduled,95.0,79.0,-16.0,3.8,100.0,3,1,8.334999999999999,15.7,84.63250000000001,3.0151250000000003
TSK-00411,2026-09-08,OP-006,MC-002,SITE-C,Trenching,Clear,Soft Soil,High,Scheduled,58.0,48.0,-10.0,8.2,100.0,2,1,8.344897959183672,15.6,86.44081632653062,2.900612244897959
TSK-00412,2026-09-08,OP-007,MC-005,SITE-C,Material Loading,Clear,Muddy,Medium,Scheduled,109.0,143.0,34.0,29.9,100.0,1,1,5.9319444444444445,17.5,84.69166666666666,3.0838888888888887
TSK-00413,2026-09-08,OP-008,MC-004,SITE-D,Material Loading,Dust Storm,Muddy,Low,Scheduled,102.0,117.0,15.0,6.8,100.0,0,0,7.61864406779661,15.4,84.7677966101695,2.874406779661017
TSK-00414,2026-09-08,OP-009,MC-002,SITE-D,Material Loading,Clear,Rocky,Medium,Scheduled,89.0,78.0,-11.0,1.3,100.0,1,0,7.9962025316455705,14.7,83.88607594936708,3.260506329113924
TSK-00415,2026-09-08,OP-009,MC-005,SITE-D,Material Loading,Dust Storm,Soft Soil,Low,Scheduled,110.0,104.0,-6.0,5.7,100.0,3,1,7.931428571428571,16.0,85.8742857142857,3.0945714285714288
TSK-00416,2026-09-08,OP-009,MC-004,SITE-D,Excavation,Clear,Hard Soil,Medium,Scheduled,91.0,91.0,0.0,3.3,100.0,0,0,8.04782608695652,16.6,85.075,2.8831521739130435
TSK-00417,2026-09-08,OP-010,MC-002,SITE-D,Grading,High Wind,Hard Soil,High,Scheduled,177.0,173.0,-4.0,4.0,100.0,0,0,7.585057471264368,14.3,85.03275862068966,3.1294827586206897
TSK-00418,2026-09-08,OP-010,MC-002,SITE-B,Material Loading,Clear,Rocky,Medium,Scheduled,56.0,53.0,-3.0,9.3,100.0,1,0,6.975925925925925,12.4,85.02962962962964,2.9596296296296294
TSK-00419,2026-09-08,OP-010,MC-004,SITE-C,Grading,Clear,Rocky,High,Scheduled,59.0,52.0,-7.0,9.4,100.0,0,0,7.343396226415094,16.3,85.33396226415094,3.062075471698113
TSK-00420,2026-09-08,OP-011,MC-010,SITE-A,Excavation,Clear,Muddy,Low,Scheduled,59.0,63.0,4.0,29.7,100.0,1,1,5.996875,21.6,86.8640625,2.87015625
TSK-00421,2026-09-08,OP-012,MC-003,SITE-D,Excavation,Clear,Rocky,Low,Scheduled,49.0,38.0,-11.0,0.0,100.0,0,0,8.828205128205129,14.7,86.03846153846153,3.0646153846153843
TSK-00422,2026-09-08,OP-013,MC-004,SITE-D,Excavation,Clear,Soft Soil,High,Scheduled,85.0,97.0,12.0,7.1,100.0,0,0,6.802040816326531,13.2,85.55816326530613,2.983061224489796
TSK-00423,2026-09-08,OP-013,MC-008,SITE-A,Material Loading,Clear,Rocky,Low,Scheduled,73.0,79.0,6.0,5.0,100.0,0,0,7.3625,16.6,84.91125,2.882625
TSK-00424,2026-09-08,OP-013,MC-009,SITE-B,Grading,Clear,Soft Soil,High,Scheduled,50.0,55.0,5.0,5.4,100.0,1,0,7.317857142857143,13.1,83.3625,3.262857142857143
TSK-00425,2026-09-08,OP-014,MC-007,SITE-C,Grading,Rain,Hard Soil,Medium,Scheduled,92.0,85.0,-7.0,4.7,100.0,0,0,7.4976744186046504,15.9,83.4267441860465,3.129302325581395
TSK-00426,2026-09-08,OP-015,MC-007,SITE-A,Excavation,Clear,Soft Soil,High,Scheduled,37.0,41.0,4.0,4.8,100.0,0,0,7.8047619047619055,13.6,84.86190476190475,3.214761904761905
TSK-00427,2026-09-08,OP-015,MC-004,SITE-C,Trenching,Clear,Hard Soil,Low,Scheduled,86.0,92.0,6.0,5.4,100.0,1,0,7.759139784946237,13.9,85.1989247311828,2.8890322580645162
TSK-00428,2026-09-08,OP-015,MC-002,SITE-A,Grading,Clear,Rocky,High,Scheduled,151.0,209.0,58.0,2.4,100.0,0,0,7.919047619047619,16.9,85.97714285714287,2.994285714285714
TSK-00429,2026-09-09,OP-001,MC-008,SITE-B,Demolition,Rain,Hard Soil,High,Scheduled,113.0,100.0,-13.0,5.9,100.0,0,0,7.75940594059406,15.0,84.9049504950495,3.1164356435643565
TSK-00430,2026-09-09,OP-002,MC-010,SITE-A,Grading,Clear,Soft Soil,Low,Scheduled,106.0,141.0,35.0,26.8,100.0,1,1,6.394366197183099,20.5,85.69225352112676,2.899718309859155
TSK-00431,2026-09-09,OP-002,MC-007,SITE-A,Demolition,Dust Storm,Soft Soil,Medium,Scheduled,100.0,108.0,8.0,27.5,0.0,1,1,5.743119266055046,19.3,86.44587155963303,2.9594495412844037
TSK-00432,2026-09-09,OP-002,MC-006,SITE-B,Trenching,Dust Storm,Muddy,Medium,Scheduled,112.0,165.0,53.0,27.7,100.0,1,0,6.316867469879518,14.4,85.19939759036144,3.0907831325301207
TSK-00433,2026-09-09,OP-003,MC-005,SITE-A,Excavation,Clear,Soft Soil,Medium,Scheduled,133.0,140.0,7.0,5.0,100.0,0,0,7.3546099290780145,14.8,84.67588652482269,3.288723404255319
TSK-00434,2026-09-09,OP-004,MC-002,SITE-A,Trenching,Clear,Muddy,Medium,Scheduled,97.0,88.0,-9.0,5.6,0.0,0,1,6.898876404494382,15.4,84.28988764044944,2.898876404494382
TSK-00435,2026-09-09,OP-005,MC-006,SITE-B,Material Loading,Clear,Soft Soil,High,Scheduled,44.0,36.0,-8.0,10.8,100.0,1,1,7.678378378378379,13.9,84.28108108108108,3.09054054054054
TSK-00436,2026-09-09,OP-005,MC-008,SITE-B,Demolition,Clear,Soft Soil,Medium,Scheduled,60.0,70.0,10.0,5.6,100.0,0,0,8.066197183098593,17.5,86.13098591549296,2.992112676056338
TSK-00437,2026-09-09,OP-005,MC-008,SITE-B,Excavation,Clear,Muddy,Low,Scheduled,33.0,27.0,-6.0,14.3,100.0,0,0,6.482142857142857,13.1,84.08571428571429,3.0982142857142856
TSK-00438,2026-09-09,OP-006,MC-006,SITE-C,Grading,Clear,Hard Soil,High,Scheduled,119.0,136.0,17.0,5.1,100.0,0,0,7.605109489051095,15.6,84.52846715328467,2.9996350364963504
TSK-00439,2026-09-09,OP-006,MC-004,SITE-B,Trenching,High Wind,Rocky,Low,Scheduled,67.0,58.0,-9.0,3.4,100.0,1,0,7.823728813559322,14.1,85.62203389830508,2.7467796610169493
TSK-00440,2026-09-09,OP-006,MC-008,SITE-B,Material Loading,Rain,Soft Soil,Low,Scheduled,99.0,87.0,-12.0,9.1,100.0,3,0,7.331818181818182,12.9,85.57386363636364,3.0231818181818184
TSK-00441,2026-09-09,OP-007,MC-010,SITE-C,Demolition,Clear,Soft Soil,Medium,Scheduled,116.0,128.0,12.0,24.8,100.0,0,0,6.006976744186046,14.1,85.17751937984495,3.0130232558139536
TSK-00442,2026-09-09,OP-007,MC-008,SITE-C,Excavation,Clear,Hard Soil,Medium,Scheduled,40.0,50.0,10.0,21.6,100.0,2,2,6.101960784313725,20.9,85.7392156862745,2.978627450980392
TSK-00443,2026-09-09,OP-008,MC-010,SITE-A,Demolition,Rain,Soft Soil,Low,Scheduled,138.0,169.0,31.0,4.1,100.0,0,0,7.561176470588236,14.5,84.60823529411765,2.9071176470588234
TSK-00444,2026-09-09,OP-009,MC-003,SITE-A,Grading,Clear,Rocky,Medium,Scheduled,114.0,125.0,11.0,4.8,100.0,1,0,7.364285714285714,16.9,84.86587301587302,2.8590476190476193
TSK-00445,2026-09-09,OP-010,MC-006,SITE-A,Demolition,Dust Storm,Muddy,Low,Scheduled,106.0,122.0,16.0,3.3,100.0,0,0,7.6918699186991875,17.8,84.88861788617885,2.9860162601626015
TSK-00446,2026-09-09,OP-011,MC-006,SITE-D,Material Loading,Clear,Soft Soil,High,Scheduled,106.0,136.0,30.0,29.2,100.0,2,0,5.757664233576642,16.2,84.73065693430657,3.0606569343065693
TSK-00447,2026-09-09,OP-011,MC-008,SITE-A,Demolition,Rain,Soft Soil,Low,Scheduled,82.0,122.0,40.0,29.3,100.0,0,0,6.011382113821138,15.3,86.48861788617886,3.0097560975609756
TSK-00448,2026-09-09,OP-012,MC-002,SITE-D,Excavation,Dust Storm,Rocky,Medium,Scheduled,101.0,97.0,-4.0,5.1,100.0,3,1,7.6846938775510205,15.6,86.33673469387755,3.146938775510204
TSK-00449,2026-09-09,OP-013,MC-009,SITE-D,Excavation,Clear,Rocky,High,Scheduled,80.0,84.0,4.0,5.9,100.0,1,0,7.190588235294118,13.4,86.65529411764706,2.982470588235294
TSK-00450,2026-09-09,OP-013,MC-009,SITE-B,Trenching,Clear,Muddy,Low,Scheduled,92.0,102.0,10.0,1.0,100.0,1,0,7.774757281553398,14.5,84.27281553398059,2.7864077669902914
TSK-00451,2026-09-09,OP-014,MC-005,SITE-A,Trenching,Clear,Rocky,High,Scheduled,123.0,87.0,-36.0,4.5,100.0,0,0,6.917045454545455,13.8,85.59772727272728,2.814318181818182
TSK-00452,2026-09-09,OP-015,MC-005,SITE-A,Trenching,Dust Storm,Rocky,Low,Scheduled,69.0,57.0,-12.0,1.7,100.0,2,1,7.968965517241379,14.3,84.03103448275863,3.0679310344827586
TSK-00453,2026-09-10,OP-001,MC-002,SITE-D,Trenching,High Wind,Hard Soil,High,Scheduled,59.0,66.0,7.0,4.5,100.0,0,0,7.63134328358209,17.6,85.7134328358209,3.106716417910448
TSK-00454,2026-09-10,OP-002,MC-007,SITE-A,Grading,Dust Storm,Muddy,High,Scheduled,90.0,109.0,19.0,31.8,100.0,0,0,5.359090909090909,17.2,86.57909090909092,3.0797272727272724
TSK-00455,2026-09-10,OP-002,MC-007,SITE-D,Excavation,Clear,Hard Soil,High,Scheduled,51.0,54.0,3.0,32.7,100.0,3,1,5.7309090909090905,17.6,85.0490909090909,3.0825454545454543
TSK-00456,2026-09-10,OP-003,MC-004,SITE-A,Trenching,Rain,Hard Soil,Low,Scheduled,91.0,106.0,15.0,3.7,100.0,2,0,7.4196261682242985,16.6,84.30747663551402,3.0149532710280376
TSK-00457,2026-09-10,OP-003,MC-002,SITE-C,Material Loading,High Wind,Muddy,High,Scheduled,46.0,59.0,13.0,1.7,100.0,3,0,8.555,14.9,83.66000000000001,3.0751666666666666
TSK-00458,2026-09-10,OP-003,MC-008,SITE-C,Trenching,Clear,Soft Soil,Low,Scheduled,83.0,88.0,5.0,6.7,100.0,0,0,7.507865168539326,15.4,84.29438202247191,3.017078651685393
TSK-00459,2026-09-10,OP-004,MC-007,SITE-B,Excavation,Clear,Muddy,Medium,Scheduled,138.0,117.0,-21.0,2.5,0.0,1,1,7.559322033898305,15.7,84.38983050847457,3.121271186440678
TSK-00460,2026-09-10,OP-005,MC-004,SITE-C,Grading,Clear,Muddy,Medium,Scheduled,127.0,144.0,17.0,6.2,100.0,0,0,7.78896551724138,17.2,86.11655172413793,2.973793103448276
TSK-00461,2026-09-10,OP-005,MC-005,SITE-A,Grading,Dust Storm,Rocky,High,Scheduled,76.0,47.0,-29.0,8.3,100.0,0,0,7.141666666666667,12.7,84.07916666666667,2.9141666666666666
TSK-00462,2026-09-10,OP-005,MC-009,SITE-B,Material Loading,Clear,Hard Soil,Medium,Scheduled,67.0,63.0,-4.0,9.4,0.0,0,1,7.36875,15.1,82.73125,3.1915625
TSK-00463,2026-09-10,OP-006,MC-001,SITE-C,Material Loading,Dust Storm,Hard Soil,Low,Scheduled,87.0,88.0,1.0,7.9,100.0,0,0,7.786516853932584,13.7,84.53483146067416,3.130898876404494
TSK-00464,2026-09-10,OP-006,MC-006,SITE-D,Demolition,Rain,Hard Soil,Low,Scheduled,131.0,119.0,-12.0,5.8,100.0,2,1,7.079166666666667,14.8,85.20833333333333,2.7646666666666664
TSK-00465,2026-09-10,OP-006,MC-002,SITE-A,Grading,Clear,Soft Soil,Low,Scheduled,102.0,108.0,6.0,2.8,100.0,0,0,7.180733944954129,17.7,84.73761467889908,2.801559633027523
TSK-00466,2026-09-10,OP-007,MC-003,SITE-D,Material Loading,Rain,Soft Soil,High,Scheduled,106.0,146.0,40.0,20.4,100.0,0,0,6.482312925170068,15.0,84.2312925170068,2.9880272108843537
TSK-00467,2026-09-10,OP-008,MC-003,SITE-A,Excavation,Clear,Muddy,Low,Scheduled,133.0,134.0,1.0,3.7,100.0,1,0,7.4799999999999995,16.7,85.72666666666667,2.965851851851852
TSK-00468,2026-09-10,OP-008,MC-010,SITE-C,Excavation,Clear,Muddy,Low,Scheduled,101.0,74.0,-27.0,1.3,100.0,0,0,8.049333333333333,14.9,85.08,2.8318666666666665
TSK-00469,2026-09-10,OP-009,MC-010,SITE-D,Trenching,Clear,Muddy,Low,Scheduled,109.0,98.0,-11.0,2.0,100.0,1,0,7.968686868686868,15.4,84.20808080808081,3.025858585858586
TSK-00470,2026-09-10,OP-010,MC-004,SITE-B,Material Loading,Clear,Hard Soil,Low,Scheduled,128.0,109.0,-19.0,7.3,100.0,1,0,7.618181818181818,16.3,85.69181818181819,3.0942727272727275
TSK-00471,2026-09-10,OP-010,MC-001,SITE-C,Trenching,Clear,Muddy,Low,Scheduled,93.0,85.0,-8.0,2.3,100.0,0,0,8.301162790697674,16.8,85.71162790697674,3.0740697674418604
TSK-00472,2026-09-10,OP-011,MC-003,SITE-D,Grading,Clear,Hard Soil,High,Scheduled,84.0,120.0,36.0,24.8,100.0,0,0,6.364462809917356,16.9,84.88181818181819,2.9242148760330577
TSK-00473,2026-09-10,OP-012,MC-001,SITE-C,Trenching,Clear,Muddy,Medium,Scheduled,45.0,42.0,-3.0,7.0,100.0,1,0,7.006976744186047,14.9,85.37674418604651,3.1665116279069765
TSK-00474,2026-09-10,OP-013,MC-004,SITE-C,Grading,Clear,Hard Soil,Low,Scheduled,97.0,88.0,-9.0,5.6,100.0,0,0,7.819101123595505,14.5,85.39213483146067,2.9117977528089884
TSK-00475,2026-09-10,OP-013,MC-002,SITE-A,Trenching,Clear,Hard Soil,Low,Scheduled,78.0,84.0,6.0,4.7,100.0,2,1,7.828235294117647,16.5,84.8435294117647,3.1925882352941177
TSK-00476,2026-09-10,OP-014,MC-002,SITE-B,Material Loading,Clear,Soft Soil,Low,Scheduled,88.0,80.0,-8.0,1.2,100.0,2,1,7.867901234567901,15.2,84.88024691358025,2.9944444444444445
TSK-00477,2026-09-10,OP-015,MC-001,SITE-B,Grading,Clear,Rocky,High,Scheduled,85.0,76.0,-9.0,3.9,100.0,1,1,7.754545454545455,13.7,85.63116883116884,2.9750649350649354
TSK-00478,2026-09-10,OP-015,MC-010,SITE-A,Material Loading,High Wind,Hard Soil,High,Scheduled,37.0,36.0,-1.0,2.7,100.0,0,0,7.237837837837838,13.6,85.5054054054054,2.9694594594594594
TSK-00479,2026-09-10,OP-015,MC-001,SITE-D,Demolition,Clear,Muddy,Low,Scheduled,44.0,43.0,-1.0,2.3,100.0,1,0,7.890909090909091,15.3,85.61136363636363,2.8804545454545454
TSK-00480,2026-09-11,OP-001,MC-005,SITE-B,Demolition,Clear,Muddy,Low,Scheduled,108.0,119.0,11.0,4.2,100.0,2,1,7.995,16.2,85.34166666666667,2.9886666666666666
TSK-00481,2026-09-11,OP-002,MC-005,SITE-B,Material Loading,Rain,Rocky,Low,Scheduled,116.0,111.0,-5.0,31.2,100.0,0,0,6.258035714285714,15.5,84.95178571428572,2.9950892857142857
TSK-00482,2026-09-11,OP-002,MC-004,SITE-B,Demolition,Rain,Hard Soil,Low,Scheduled,138.0,149.0,11.0,28.7,100.0,2,2,6.204666666666667,20.4,85.13,2.9676
TSK-00483,2026-09-11,OP-003,MC-005,SITE-C,Trenching,Clear,Rocky,Medium,Scheduled,100.0,101.0,1.0,5.9,100.0,0,0,7.837254901960784,15.8,84.31666666666666,2.8892156862745098
TSK-00484,2026-09-11,OP-003,MC-007,SITE-B,Grading,Rain,Muddy,High,Scheduled,91.0,82.0,-9.0,2.4,100.0,1,0,7.672289156626506,15.2,85.70602409638555,3.0544578313253012
TSK-00485,2026-09-11,OP-004,MC-007,SITE-B,Demolition,Rain,Rocky,Low,Scheduled,106.0,62.0,-44.0,3.2,0.0,1,1,8.006349206349206,18.6,85.2873015873016,3.135873015873016
TSK-00486,2026-09-11,OP-004,MC-001,SITE-D,Material Loading,Rain,Rocky,Low,Scheduled,96.0,125.0,29.0,5.6,100.0,1,0,7.38968253968254,14.9,83.83492063492064,3.2284126984126984
TSK-00487,2026-09-11,OP-004,MC-004,SITE-A,Demolition,Clear,Soft Soil,Low,Scheduled,112.0,120.0,8.0,5.0,100.0,0,0,7.483471074380165,15.4,86.2793388429752,2.8070247933884294
TSK-00488,2026-09-11,OP-005,MC-006,SITE-A,Trenching,Clear,Soft Soil,Low,Scheduled,88.0,83.0,-5.0,8.3,100.0,3,0,7.594047619047619,18.0,86.87261904761905,2.8516666666666666
TSK-00489,2026-09-11,OP-005,MC-003,SITE-C,Grading,Rain,Soft Soil,High,Scheduled,103.0,86.0,-17.0,1.1,100.0,3,1,7.3356321839080465,14.9,86.28850574712644,2.947356321839081
TSK-00490,2026-09-11,OP-006,MC-001,SITE-A,Material Loading,Clear,Soft Soil,Medium,Scheduled,69.0,46.0,-23.0,4.3,100.0,0,0,7.9,14.0,85.28510638297873,2.954468085106383
TSK-00491,2026-09-11,OP-006,MC-010,SITE-A,Excavation,Clear,Muddy,High,Scheduled,88.0,87.0,-1.0,4.5,0.0,0,1,7.098863636363637,12.6,84.33181818181818,2.783977272727273
TSK-00492,2026-09-11,OP-007,MC-006,SITE-D,Trenching,Dust Storm,Rocky,High,Scheduled,47.0,74.0,27.0,20.0,100.0,2,1,5.988,20.9,85.576,3.0104
TSK-00493,2026-09-11,OP-007,MC-003,SITE-A,Trenching,Rain,Hard Soil,Low,Scheduled,51.0,60.0,9.0,24.6,100.0,0,0,6.385245901639344,14.5,85.11475409836065,2.9314754098360654
TSK-00494,2026-09-11,OP-007,MC-001,SITE-A,Excavation,Clear,Rocky,Medium,Scheduled,87.0,116.0,29.0,23.1,100.0,2,1,6.37008547008547,24.3,84.27094017094018,3.0943589743589746
TSK-00495,2026-09-11,OP-008,MC-007,SITE-C,Grading,Dust Storm,Hard Soil,High,Scheduled,53.0,58.0,5.0,0.0,100.0,1,0,8.272881355932205,14.5,86.66440677966101,2.940338983050847
TSK-00496,2026-09-11,OP-009,MC-004,SITE-C,Demolition,High Wind,Muddy,High,Scheduled,54.0,51.0,-3.0,1.9,100.0,1,0,8.25576923076923,17.2,83.32499999999999,3.1876923076923074
TSK-00497,2026-09-11,OP-010,MC-005,SITE-B,Demolition,Dust Storm,Hard Soil,Low,Scheduled,30.0,17.0,-13.0,0.0,100.0,1,0,7.661111111111111,11.0,86.26666666666667,3.264444444444445
TSK-00498,2026-09-11,OP-011,MC-008,SITE-B,Grading,Clear,Rocky,High,Scheduled,141.0,148.0,7.0,28.9,100.0,1,0,5.905369127516779,15.1,85.33355704697988,3.1478523489932884
TSK-00499,2026-09-11,OP-012,MC-010,SITE-B,Excavation,Clear,Muddy,Low,Scheduled,87.0,90.0,3.0,5.5,100.0,0,0,7.448351648351648,16.1,85.01208791208792,3.0915384615384616
TSK-00500,2026-09-11,OP-012,MC-002,SITE-C,Excavation,Clear,Rocky,High,Scheduled,97.0,101.0,4.0,2.0,100.0,0,0,7.522549019607843,15.6,84.80392156862744,3.0219607843137255
TSK-00501,2026-09-11,OP-013,MC-010,SITE-A,Excavation,Clear,Rocky,Low,Scheduled,52.0,56.0,4.0,3.5,100.0,1,0,7.01578947368421,14.8,84.17894736842105,3.002105263157895
TSK-00502,2026-09-11,OP-013,MC-002,SITE-A,Material Loading,Rain,Muddy,Medium,Scheduled,115.0,89.0,-26.0,4.4,100.0,0,0,7.7011111111111115,17.3,84.17777777777778,3.0644444444444447
TSK-00503,2026-09-11,OP-013,MC-009,SITE-A,Demolition,Clear,Rocky,Medium,Scheduled,84.0,66.0,-18.0,6.0,100.0,0,0,7.688059701492538,14.4,83.68059701492538,2.749253731343283
TSK-00504,2026-09-11,OP-014,MC-007,SITE-D,Excavation,Clear,Muddy,Medium,Scheduled,79.0,80.0,1.0,3.7,100.0,2,0,7.567901234567901,14.4,84.8962962962963,3.0430864197530867
TSK-00505,2026-09-11,OP-014,MC-007,SITE-C,Demolition,Clear,Soft Soil,Low,Scheduled,106.0,86.0,-20.0,6.9,100.0,0,0,7.250574712643678,14.3,85.5896551724138,2.7509195402298854
TSK-00506,2026-09-11,OP-015,MC-010,SITE-B,Demolition,Clear,Muddy,High,Scheduled,61.0,58.0,-3.0,1.7,100.0,0,0,7.5,13.4,83.31186440677965,2.890847457627119
TSK-00507,2026-09-11,OP-015,MC-006,SITE-D,Demolition,Dust Storm,Muddy,Medium,Scheduled,69.0,67.0,-2.0,5.9,100.0,1,0,7.864705882352941,15.9,86.61029411764706,2.9051470588235295
TSK-00508,2026-09-12,OP-001,MC-003,SITE-A,Demolition,Clear,Hard Soil,Low,Scheduled,83.0,76.0,-7.0,5.2,100.0,2,0,7.976623376623377,17.3,85.28961038961039,3.0594805194805197
TSK-00509,2026-09-12,OP-002,MC-002,SITE-B,Grading,Dust Storm,Hard Soil,Low,Scheduled,145.0,186.0,41.0,23.5,100.0,0,0,6.342780748663101,17.1,84.3668449197861,3.041711229946524
TSK-00510,2026-09-12,OP-002,MC-003,SITE-A,Trenching,Clear,Hard Soil,High,Scheduled,66.0,63.0,-3.0,14.1,100.0,0,0,6.4453125,15.3,85.7578125,3.083125
TSK-00511,2026-09-12,OP-002,MC-005,SITE-C,Excavation,Clear,Muddy,High,Scheduled,110.0,141.0,31.0,26.1,100.0,0,0,6.097887323943662,15.7,85.51830985915493,3.0493661971830983
TSK-00512,2026-09-12,OP-003,MC-006,SITE-D,Excavation,Rain,Muddy,Low,Scheduled,96.0,77.0,-19.0,7.7,100.0,0,0,7.221794871794871,16.2,84.60000000000001,2.9007692307692308
TSK-00513,2026-09-12,OP-003,MC-004,SITE-B,Grading,Clear,Soft Soil,Low,Scheduled,96.0,115.0,19.0,6.0,100.0,0,0,7.682758620689656,14.4,85.98017241379311,3.0437931034482757
TSK-00514,2026-09-12,OP-004,MC-002,SITE-C,Trenching,Clear,Muddy,High,Scheduled,92.0,86.0,-6.0,4.6,0.0,0,1,7.345977011494253,15.6,85.78850574712644,2.9877011494252876
TSK-00515,2026-09-12,OP-005,MC-006,SITE-B,Material Loading,Clear,Muddy,Low,Scheduled,97.0,71.0,-26.0,6.9,100.0,1,0,7.540277777777778,15.4,85.6875,2.983888888888889
TSK-00516,2026-09-12,OP-005,MC-001,SITE-C,Grading,Clear,Muddy,Medium,Scheduled,82.0,92.0,10.0,4.3,100.0,1,0,7.574193548387097,14.7,84.28387096774193,3.0195698924731182
TSK-00517,2026-09-12,OP-005,MC-008,SITE-A,Material Loading,Dust Storm,Rocky,Medium,Scheduled,109.0,101.0,-8.0,3.9,100.0,1,0,7.985294117647059,15.9,85.30588235294118,2.992941176470588
